filename,split,mean_score,score_bin,frame_crop_path,mask_path,overlay_path,image_width,image_height,green_pixels,green_fraction,region_count,regions_json,patch_paths,automatic_status,manual_status,manual_notes
20251021_124417.jpg,train,2.25,low_0_3,outputs/frame_audit/crops/20251021_124417_crop.jpg,outputs/plant_region_audit/masks/20251021_124417_vegetation.png,outputs/plant_region_audit/overlays/20251021_124417_regions.jpg,1405,1425,37028,0.018494349753387,4,"[{""region_id"": 1, ""bounding_box"": [805, 388, 1054, 601], ""patch_box"": [769, 352, 1090, 637], ""green_area"": 15356, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_124417_region_01.jpg""}, {""region_id"": 2, ""bounding_box"": [359, 397, 467, 530], ""patch_box"": [323, 361, 503, 566], ""green_area"": 4044, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_124417_region_02.jpg""}, {""region_id"": 3, ""bounding_box"": [1172, 439, 1405, 577], ""patch_box"": [1136, 403, 1405, 613], ""green_area"": 9406, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_124417_region_03.jpg""}, {""region_id"": 4, ""bounding_box"": [873, 1027, 1011, 1200], ""patch_box"": [837, 991, 1047, 1236], ""green_area"": 8222, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_124417_region_04.jpg""}]","[""outputs/plant_region_audit/patches/20251021_124417_region_01.jpg"", ""outputs/plant_region_audit/patches/20251021_124417_region_02.jpg"", ""outputs/plant_region_audit/patches/20251021_124417_region_03.jpg"", ""outputs/plant_region_audit/patches/20251021_124417_region_04.jpg""]",detected,approved,Vegetation mask and high-resolution region proposals approved.
20251021_154331.jpg,train,2.25,low_0_3,outputs/frame_audit/crops/20251021_154331_crop.jpg,outputs/plant_region_audit/masks/20251021_154331_vegetation.png,outputs/plant_region_audit/overlays/20251021_154331_regions.jpg,1400,1374,22470,0.0116812227074235,7,"[{""region_id"": 1, ""bounding_box"": [1008, 253, 1106, 401], ""patch_box"": [973, 218, 1141, 436], ""green_area"": 4364, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154331_region_01.jpg""}, {""region_id"": 2, ""bounding_box"": [740, 257, 845, 420], ""patch_box"": [705, 222, 880, 455], ""green_area"": 4147, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154331_region_02.jpg""}, {""region_id"": 3, ""bounding_box"": [502, 285, 575, 356], ""patch_box"": [467, 250, 610, 391], ""green_area"": 1513, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154331_region_03.jpg""}, {""region_id"": 4, ""bounding_box"": [465, 344, 532, 408], ""patch_box"": [430, 309, 567, 443], ""green_area"": 1277, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154331_region_04.jpg""}, {""region_id"": 5, ""bounding_box"": [143, 348, 261, 428], ""patch_box"": [108, 313, 296, 463], ""green_area"": 2599, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154331_region_05.jpg""}, {""region_id"": 6, ""bounding_box"": [760, 842, 840, 916], ""patch_box"": [725, 807, 875, 951], ""green_area"": 1272, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154331_region_06.jpg""}, {""region_id"": 7, ""bounding_box"": [456, 981, 616, 1142], ""patch_box"": [421, 946, 651, 1177], ""green_area"": 7298, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154331_region_07.jpg""}]","[""outputs/plant_region_audit/patches/20251021_154331_region_01.jpg"", ""outputs/plant_region_audit/patches/20251021_154331_region_02.jpg"", ""outputs/plant_region_audit/patches/20251021_154331_region_03.jpg"", ""outputs/plant_region_audit/patches/20251021_154331_region_04.jpg"", ""outputs/plant_region_audit/patches/20251021_154331_region_05.jpg"", ""outputs/plant_region_audit/patches/20251021_154331_region_06.jpg"", ""outputs/plant_region_audit/patches/20251021_154331_region_07.jpg""]",detected,approved,Vegetation mask and high-resolution region proposals approved.
20251021_160738.jpg,train,2.25,low_0_3,outputs/frame_audit/crops/20251021_160738_crop.jpg,outputs/plant_region_audit/masks/20251021_160738_vegetation.png,outputs/plant_region_audit/overlays/20251021_160738_regions.jpg,1418,1399,15533,0.0078299934166153,3,"[{""region_id"": 1, ""bounding_box"": [1259, 245, 1376, 351], ""patch_box"": [1224, 210, 1411, 386], ""green_area"": 3846, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160738_region_01.jpg""}, {""region_id"": 2, ""bounding_box"": [1051, 265, 1219, 401], ""patch_box"": [1016, 230, 1254, 436], ""green_area"": 6427, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160738_region_02.jpg""}, {""region_id"": 3, ""bounding_box"": [90, 987, 198, 1137], ""patch_box"": [55, 952, 233, 1172], ""green_area"": 5260, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160738_region_03.jpg""}]","[""outputs/plant_region_audit/patches/20251021_160738_region_01.jpg"", ""outputs/plant_region_audit/patches/20251021_160738_region_02.jpg"", ""outputs/plant_region_audit/patches/20251021_160738_region_03.jpg""]",detected,approved,Vegetation mask and high-resolution region proposals approved.
20251021_161101.jpg,train,2.25,low_0_3,outputs/frame_audit/crops/20251021_161101_crop.jpg,outputs/plant_region_audit/masks/20251021_161101_vegetation.png,outputs/plant_region_audit/overlays/20251021_161101_regions.jpg,1401,1402,27284,0.0138906283569612,6,"[{""region_id"": 1, ""bounding_box"": [1286, 344, 1401, 479], ""patch_box"": [1251, 309, 1401, 514], ""green_area"": 4299, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_161101_region_01.jpg""}, {""region_id"": 2, ""bounding_box"": [1031, 396, 1126, 475], ""patch_box"": [996, 361, 1161, 510], ""green_area"": 1567, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_161101_region_02.jpg""}, {""region_id"": 3, ""bounding_box"": [406, 493, 488, 607], ""patch_box"": [371, 458, 523, 642], ""green_area"": 2178, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_161101_region_03.jpg""}, {""region_id"": 4, ""bounding_box"": [863, 1067, 1107, 1206], ""patch_box"": [828, 1032, 1142, 1241], ""green_area"": 9464, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_161101_region_04.jpg""}, {""region_id"": 5, ""bounding_box"": [219, 1077, 375, 1216], ""patch_box"": [184, 1042, 410, 1251], ""green_area"": 5277, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_161101_region_05.jpg""}, {""region_id"": 6, ""bounding_box"": [465, 1108, 607, 1208], ""patch_box"": [430, 1073, 642, 1243], ""green_area"": 4499, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_161101_region_06.jpg""}]","[""outputs/plant_region_audit/patches/20251021_161101_region_01.jpg"", ""outputs/plant_region_audit/patches/20251021_161101_region_02.jpg"", ""outputs/plant_region_audit/patches/20251021_161101_region_03.jpg"", ""outputs/plant_region_audit/patches/20251021_161101_region_04.jpg"", ""outputs/plant_region_audit/patches/20251021_161101_region_05.jpg"", ""outputs/plant_region_audit/patches/20251021_161101_region_06.jpg""]",detected,approved,Vegetation mask and high-resolution region proposals approved.
20251021_161150.jpg,val,1.0,low_0_3,outputs/frame_audit/crops/20251021_161150_crop.jpg,outputs/plant_region_audit/masks/20251021_161150_vegetation.png,outputs/plant_region_audit/overlays/20251021_161150_regions.jpg,1411,1419,17432,0.0087063837990939,8,"[{""region_id"": 1, ""bounding_box"": [503, 440, 626, 532], ""patch_box"": [468, 405, 661, 567], ""green_area"": 3538, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_161150_region_01.jpg""}, {""region_id"": 2, ""bounding_box"": [329, 465, 403, 560], ""patch_box"": [294, 430, 438, 595], ""green_area"": 2281, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_161150_region_02.jpg""}, {""region_id"": 3, ""bounding_box"": [822, 506, 912, 608], ""patch_box"": [787, 471, 947, 643], ""green_area"": 2281, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_161150_region_03.jpg""}, {""region_id"": 4, ""bounding_box"": [1287, 526, 1386, 648], ""patch_box"": [1252, 491, 1411, 683], ""green_area"": 3208, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_161150_region_04.jpg""}, {""region_id"": 5, ""bounding_box"": [495, 538, 580, 623], ""patch_box"": [460, 503, 615, 658], ""green_area"": 1779, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_161150_region_05.jpg""}, {""region_id"": 6, ""bounding_box"": [981, 552, 1040, 622], ""patch_box"": [946, 517, 1075, 657], ""green_area"": 1064, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_161150_region_06.jpg""}, {""region_id"": 7, ""bounding_box"": [1261, 681, 1340, 720], ""patch_box"": [1226, 646, 1375, 755], ""green_area"": 370, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_161150_region_07.jpg""}, {""region_id"": 8, ""bounding_box"": [456, 1193, 577, 1267], ""patch_box"": [421, 1158, 612, 1302], ""green_area"": 2724, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_161150_region_08.jpg""}]","[""outputs/plant_region_audit/patches/20251021_161150_region_01.jpg"", ""outputs/plant_region_audit/patches/20251021_161150_region_02.jpg"", ""outputs/plant_region_audit/patches/20251021_161150_region_03.jpg"", ""outputs/plant_region_audit/patches/20251021_161150_region_04.jpg"", ""outputs/plant_region_audit/patches/20251021_161150_region_05.jpg"", ""outputs/plant_region_audit/patches/20251021_161150_region_06.jpg"", ""outputs/plant_region_audit/patches/20251021_161150_region_07.jpg"", ""outputs/plant_region_audit/patches/20251021_161150_region_08.jpg""]",detected,approved,Vegetation mask and high-resolution region proposals approved.
20251021_160632.jpg,val,1.75,low_0_3,outputs/frame_audit/crops/20251021_160632_crop.jpg,outputs/plant_region_audit/masks/20251021_160632_vegetation.png,outputs/plant_region_audit/overlays/20251021_160632_regions.jpg,1408,1392,55753,0.0284463370232497,9,"[{""region_id"": 1, ""bounding_box"": [1193, 358, 1342, 555], ""patch_box"": [1158, 323, 1377, 590], ""green_area"": 7966, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160632_region_01.jpg""}, {""region_id"": 2, ""bounding_box"": [770, 388, 1059, 571], ""patch_box"": [735, 353, 1094, 606], ""green_area"": 12366, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160632_region_02.jpg""}, {""region_id"": 3, ""bounding_box"": [352, 449, 473, 615], ""patch_box"": [317, 414, 508, 650], ""green_area"": 5958, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160632_region_03.jpg""}, {""region_id"": 4, ""bounding_box"": [567, 466, 679, 662], ""patch_box"": [532, 431, 714, 697], ""green_area"": 6952, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160632_region_04.jpg""}, {""region_id"": 5, ""bounding_box"": [0, 532, 69, 620], ""patch_box"": [0, 497, 104, 655], ""green_area"": 2489, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160632_region_05.jpg""}, {""region_id"": 6, ""bounding_box"": [784, 997, 1046, 1165], ""patch_box"": [749, 962, 1081, 1200], ""green_area"": 12804, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160632_region_06.jpg""}, {""region_id"": 7, ""bounding_box"": [528, 1049, 664, 1141], ""patch_box"": [493, 1014, 699, 1176], ""green_area"": 3013, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160632_region_07.jpg""}, {""region_id"": 8, ""bounding_box"": [249, 1115, 347, 1204], ""patch_box"": [214, 1080, 382, 1239], ""green_area"": 1704, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160632_region_08.jpg""}, {""region_id"": 9, ""bounding_box"": [506, 1136, 596, 1215], ""patch_box"": [471, 1101, 631, 1250], ""green_area"": 2389, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160632_region_09.jpg""}]","[""outputs/plant_region_audit/patches/20251021_160632_region_01.jpg"", ""outputs/plant_region_audit/patches/20251021_160632_region_02.jpg"", ""outputs/plant_region_audit/patches/20251021_160632_region_03.jpg"", ""outputs/plant_region_audit/patches/20251021_160632_region_04.jpg"", ""outputs/plant_region_audit/patches/20251021_160632_region_05.jpg"", ""outputs/plant_region_audit/patches/20251021_160632_region_06.jpg"", ""outputs/plant_region_audit/patches/20251021_160632_region_07.jpg"", ""outputs/plant_region_audit/patches/20251021_160632_region_08.jpg"", ""outputs/plant_region_audit/patches/20251021_160632_region_09.jpg""]",detected,approved,Vegetation mask and high-resolution region proposals approved.
20251021_160615.jpg,val,2.0,low_0_3,outputs/frame_audit/crops/20251021_160615_crop.jpg,outputs/plant_region_audit/masks/20251021_160615_vegetation.png,outputs/plant_region_audit/overlays/20251021_160615_regions.jpg,1416,1446,36359,0.017757441139008,6,"[{""region_id"": 1, ""bounding_box"": [881, 161, 984, 340], ""patch_box"": [845, 125, 1020, 376], ""green_area"": 6889, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160615_region_01.jpg""}, {""region_id"": 2, ""bounding_box"": [489, 218, 674, 372], ""patch_box"": [453, 182, 710, 408], ""green_area"": 8326, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160615_region_02.jpg""}, {""region_id"": 3, ""bounding_box"": [1142, 220, 1316, 368], ""patch_box"": [1106, 184, 1352, 404], ""green_area"": 7470, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160615_region_03.jpg""}, {""region_id"": 4, ""bounding_box"": [267, 909, 463, 1068], ""patch_box"": [231, 873, 499, 1104], ""green_area"": 7659, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160615_region_04.jpg""}, {""region_id"": 5, ""bounding_box"": [1040, 951, 1115, 1048], ""patch_box"": [1004, 915, 1151, 1084], ""green_area"": 2012, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160615_region_05.jpg""}, {""region_id"": 6, ""bounding_box"": [1102, 1044, 1245, 1126], ""patch_box"": [1066, 1008, 1281, 1162], ""green_area"": 4003, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_160615_region_06.jpg""}]","[""outputs/plant_region_audit/patches/20251021_160615_region_01.jpg"", ""outputs/plant_region_audit/patches/20251021_160615_region_02.jpg"", ""outputs/plant_region_audit/patches/20251021_160615_region_03.jpg"", ""outputs/plant_region_audit/patches/20251021_160615_region_04.jpg"", ""outputs/plant_region_audit/patches/20251021_160615_region_05.jpg"", ""outputs/plant_region_audit/patches/20251021_160615_region_06.jpg""]",detected,approved,Vegetation mask and high-resolution region proposals approved.
20251021_154700.jpg,val,2.25,low_0_3,outputs/frame_audit/crops/20251021_154700_crop.jpg,outputs/plant_region_audit/masks/20251021_154700_vegetation.png,outputs/plant_region_audit/overlays/20251021_154700_regions.jpg,1420,1397,23092,0.0116406383901116,5,"[{""region_id"": 1, ""bounding_box"": [263, 204, 390, 353], ""patch_box"": [227, 168, 426, 389], ""green_area"": 5194, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154700_region_01.jpg""}, {""region_id"": 2, ""bounding_box"": [1178, 224, 1378, 399], ""patch_box"": [1142, 188, 1414, 435], ""green_area"": 7510, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154700_region_02.jpg""}, {""region_id"": 3, ""bounding_box"": [0, 231, 91, 323], ""patch_box"": [0, 195, 127, 359], ""green_area"": 2608, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154700_region_03.jpg""}, {""region_id"": 4, ""bounding_box"": [517, 889, 689, 1084], ""patch_box"": [481, 853, 725, 1120], ""green_area"": 6764, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154700_region_04.jpg""}, {""region_id"": 5, ""bounding_box"": [722, 949, 776, 1025], ""patch_box"": [686, 913, 812, 1061], ""green_area"": 1016, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154700_region_05.jpg""}]","[""outputs/plant_region_audit/patches/20251021_154700_region_01.jpg"", ""outputs/plant_region_audit/patches/20251021_154700_region_02.jpg"", ""outputs/plant_region_audit/patches/20251021_154700_region_03.jpg"", ""outputs/plant_region_audit/patches/20251021_154700_region_04.jpg"", ""outputs/plant_region_audit/patches/20251021_154700_region_05.jpg""]",detected,approved,Vegetation mask and high-resolution region proposals approved.
20251021_154614.jpg,train,4.25,medium_3_8,outputs/frame_audit/crops/20251021_154614_crop.jpg,outputs/plant_region_audit/masks/20251021_154614_vegetation.png,outputs/plant_region_audit/overlays/20251021_154614_regions.jpg,1415,1467,17916,0.0086308685064348,6,"[{""region_id"": 1, ""bounding_box"": [418, 227, 563, 391], ""patch_box"": [381, 190, 600, 428], ""green_area"": 8041, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154614_region_01.jpg""}, {""region_id"": 2, ""bounding_box"": [911, 333, 1017, 436], ""patch_box"": [874, 296, 1054, 473], ""green_area"": 2544, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154614_region_02.jpg""}, {""region_id"": 3, ""bounding_box"": [1093, 995, 1175, 1063], ""patch_box"": [1056, 958, 1212, 1100], ""green_area"": 1459, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154614_region_03.jpg""}, {""region_id"": 4, ""bounding_box"": [765, 1024, 887, 1169], ""patch_box"": [728, 987, 924, 1206], ""green_area"": 4142, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154614_region_04.jpg""}, {""region_id"": 5, ""bounding_box"": [196, 1056, 288, 1133], ""patch_box"": [159, 1019, 325, 1170], ""green_area"": 820, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154614_region_05.jpg""}, {""region_id"": 6, ""bounding_box"": [1264, 1400, 1346, 1464], ""patch_box"": [1227, 1363, 1383, 1467], ""green_area"": 910, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_154614_region_06.jpg""}]","[""outputs/plant_region_audit/patches/20251021_154614_region_01.jpg"", ""outputs/plant_region_audit/patches/20251021_154614_region_02.jpg"", ""outputs/plant_region_audit/patches/20251021_154614_region_03.jpg"", ""outputs/plant_region_audit/patches/20251021_154614_region_04.jpg"", ""outputs/plant_region_audit/patches/20251021_154614_region_05.jpg"", ""outputs/plant_region_audit/patches/20251021_154614_region_06.jpg""]",detected,approved,Vegetation mask and high-resolution region proposals approved.
20251021_124201.jpg,train,4.5,medium_3_8,outputs/frame_audit/crops/20251021_124201_crop.jpg,outputs/plant_region_audit/masks/20251021_124201_vegetation.png,outputs/plant_region_audit/overlays/20251021_124201_regions.jpg,1394,1382,53488,0.0277642241817838,8,"[{""region_id"": 1, ""bounding_box"": [422, 196, 596, 382], ""patch_box"": [387, 161, 631, 417], ""green_area"": 10061, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_124201_region_01.jpg""}, {""region_id"": 2, ""bounding_box"": [1136, 201, 1322, 313], ""patch_box"": [1101, 166, 1357, 348], ""green_area"": 7830, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_124201_region_02.jpg""}, {""region_id"": 3, ""bounding_box"": [242, 233, 407, 413], ""patch_box"": [207, 198, 442, 448], ""green_area"": 7941, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_124201_region_03.jpg""}, {""region_id"": 4, ""bounding_box"": [590, 267, 770, 388], ""patch_box"": [555, 232, 805, 423], ""green_area"": 6756, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_124201_region_04.jpg""}, {""region_id"": 5, ""bounding_box"": [842, 278, 993, 367], ""patch_box"": [807, 243, 1028, 402], ""green_area"": 4842, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_124201_region_05.jpg""}, {""region_id"": 6, ""bounding_box"": [625, 889, 771, 1080], ""patch_box"": [590, 854, 806, 1115], ""green_area"": 6962, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_124201_region_06.jpg""}, {""region_id"": 7, ""bounding_box"": [314, 896, 375, 951], ""patch_box"": [279, 861, 410, 986], ""green_area"": 469, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_124201_region_07.jpg""}, {""region_id"": 8, ""bounding_box"": [211, 976, 369, 1164], ""patch_box"": [176, 941, 404, 1199], ""green_area"": 8627, ""patch_path"": ""outputs/plant_region_audit/patches/20251021_124201_region_08.jpg""}]","[""outputs/plant_region_audit/patches/20251021_124201_region_01.jpg"", ""outputs/plant_region_audit/patches/20251021_124201_region_02.jpg"", ""outputs/plant_region_audit/patches/20251021_124201_region_03.jpg"", ""outputs/plant_region_audit/patches/20251021_124201_region_04.jpg"", ""outputs/plant_region_audit/patches/20251021_124201_region_05.jpg"", ""outputs/plant_region_audit/patches/20251021_124201_region_06.jpg"", ""outputs/plant_region_audit/patches/20251021_124201_region_07.jpg"", ""outputs/plant_region_audit/patches/20251021_124201_region_08.jpg""]",detected,approved,Vegetation mask and high-resolution region proposals approved.
